role,partner,sheet,side,date,kind,lp,truck,inv,debit,credit,effect,sp,tdate,lines
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,payment,PAYMENT,KCB,,3062000.0,0.0,-3062000.0,0.0,2026-08-10,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,payment,PAYMENT,PREMIER,,1890000.0,0.0,-1890000.0,0.0,2026-08-10,[]
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,loading,,KCR 924W,,0.0,2030000.0,2030000.0,2030000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,loading,,KBS 311L,,0.0,2030000.0,2030000.0,2030000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 203.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,loading,,KBB 038G,,0.0,1995000.0,1995000.0,1995000.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 199.5}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,loading,,KAV 369B,,0.0,1995000.0,1995000.0,1995000.0,2026-08-10,"[{""grade"": ""AGO"", ""qty"": 10000.0, ""price"": 199.5}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,loading,,KCL 098L,,0.0,2020000.0,2020000.0,2020000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 202.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,loading,,KBZ 743G,,0.0,2012500.0,2012500.0,2012500.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 7000.0, ""price"": 202.0}, {""grade"": ""AGO"", ""qty"": 3000.0, ""price"": 199.5}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,loading,,KCB 934M,,0.0,2414000.0,2414000.0,2414000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 8000.0, ""price"": 202.0}, {""grade"": ""AGO"", ""qty"": 4000.0, ""price"": 199.5}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,loading,,KDD 231R,,0.0,2015000.0,2015000.0,2015000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 8000.0, ""price"": 202.0}, {""grade"": ""AGO"", ""qty"": 2000.0, ""price"": 199.5}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,loading,,KBZ 984F,,0.0,3434000.0,3434000.0,3434000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 17000.0, ""price"": 202.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,loading,,KAR 032Y,,0.0,2010000.0,2010000.0,2010000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 6000.0, ""price"": 202.0}, {""grade"": ""AGO"", ""qty"": 4000.0, ""price"": 199.5}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,loading,,KDC 920Y,,0.0,2020000.0,2020000.0,2020000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 10000.0, ""price"": 202.0}]"
supplier,VITALAC INTERNATIONAL  LIMITED,VITALAC,ap,2026-08-10,loading,,KBF 471U,,0.0,3636000.0,3636000.0,3636000.0,2026-08-10,"[{""grade"": ""PMS"", ""qty"": 18000.0, ""price"": 202.0}]"
